restaurant_id,restaurant_name,cuisine_type,borough,timestamp,date,hour,day_of_week,is_weekend,is_rush_hour,guests_served,queue_length,table_count,avg_wait_minutes,revenue_usd,avg_check_usd,party_size
R004,Burger House,American,Manhattan,2025-01-08 18:00:00,2025-01-08,18,2,0,1,39.0,26,40,32.0,975.0,25,2.0
R004,Burger House,American,Manhattan,2025-01-08 19:00:00,2025-01-08,19,2,0,1,41.0,13,40,16.0,1025.0,25,1.0
R004,Burger House,American,Manhattan,2025-01-08 20:00:00,2025-01-08,20,2,0,1,42.0,13,40,15.0,1050.0,25,5.0
R004,Burger House,American,Manhattan,2025-01-08 21:00:00,2025-01-08,21,2,0,0,23.0,7,40,,805.0,35,3.0
R004,Burger House,American,Manhattan,2025-01-08 22:00:00,2025-01-08,22,2,0,0,15.0,7,40,6.0,525.0,35,6.0
R004,Burger House,American,manhattan,2025-01-09 11:00:00,2025-01-09,11,3,0,0,20.0,7,40,0.0,700.0,35,3.0
R004,Burger House,American,Manhattan,2025-01-09 12:00:00,2025-01-09,12,3,0,1,34.0,13,40,16.0,,25,2.0
R004,Burger House,american,,2025-01-09 13:00:00,2025-01-09,13,3,0,1,43.0,15,40,7.0,1505.0,35,
R004,Burger House,American,Manhattan,2025-01-09 14:00:00,2025-01-09,14,3,0,0,21.0,4,40,1.0,945.0,45,3.0
R004,Burger House,American,manhattan,2025-01-09 15:00:00,2025-01-09,15,3,0,0,22.0,8,40,14.0,770.0,35,3.0
R004,Burger House,American,Manhattan,2025-01-09 16:00:00,2025-01-09,16,3,0,0,16.0,0,40,1.0,560.0,35,3.0
R004,Burger House,American,Manhattan,2025-01-09 17:00:00,2025-01-09,17,3,0,0,17.0,3,40,0.0,425.0,25,1.0
R004,Burger House,American,Manhattan,2025-01-09 18:00:00,2025-01-09,18,3,0,1,41.0,15,40,7.0,1845.0,45,1.0
R004,Burger House,American,Manhattan,2025-01-09 19:00:00,2025-01-09,19,3,0,1,44.0,16,40,18.0,1540.0,35,2.0
R004,Burger House,American,Manhattan,2025-01-09 20:00:00,2025-01-09,20,3,0,1,-9.0,14,40,7.0,1645.0,35,2.0
R004,Burger House,American,,2025-01-09 21:00:00,2025-01-09,21,3,0,0,23.0,8,40,10.0,575.0,25,3.0
R004,Burger House,American,Manhattan,2025-01-09 22:00:00,2025-01-09,22,3,0,0,22.0,9,40,7.0,990.0,45,1.0
R004,Burger House,American,Manhattan,2025-01-10 11:00:00,2025-01-10,11,4,0,0,16.0,4,40,9.0,400.0,25,2.0
R004,Burger House,,Manhattan,2025-01-10 12:00:00,2025-01-10,12,4,0,1,38.0,13,40,16.0,,25,5.0
R004,Burger House,American,Manhattan,2025-01-10 13:00:00,2025-01-10,13,4,0,1,34.0,13,40,4.0,1190.0,35,4.0
R004,Burger House,American,Manhattan,2025-01-10 14:00:00,2025-01-10,14,4,0,0,,13,40,11.0,840.0,35,3.0
R004,Burger House,American,Manhattan,2025-01-10 15:00:00,2025-01-10,15,4,0,0,15.0,8,40,,525.0,35,4.0
R004,Burger House,American,Westworld,2025-01-10 16:00:00,2025-01-10,16,4,0,0,30.0,9,40,8.0,-32.0,35,
R004,Burger House,American,Manhattan,2025-01-10 17:00:00,2025-01-10,17,4,0,0,18.0,4,40,2.0,630.0,35,4.0
R004,Burger House,american,Manhattan,2025-01-10 18:00:00,2025-01-10,18,4,0,1,30.0,13,40,0.0,750.0,25,2.0
R004,Burger House,American,Manhattan,2025-01-10 19:00:00,2025-01-10,19,4,0,1,37.0,16,40,7.0,925.0,25,3.0
R004,Burger House,American,Manhattan,2025-01-10 20:00:00,2025-01-10,20,4,0,1,,9,40,15.0,1365.0,35,5.0
R004,Burger House,American,,2025-01-10 21:00:00,2025-01-10,21,4,0,0,22.0,5,40,2.0,990.0,45,2.0
R004,Burger House,,Manhattan,2025-01-10 22:00:00,2025-01-10,22,4,0,0,24.0,10,40,14.0,600.0,25,3.0
R004,Burger House,American,Manhattan,2025-01-11 11:00:00,2025-01-11,11,5,1,0,27.0,6,40,5.0,945.0,35,2.0
R004,Burger House,American,Manhattan,2025-01-11 12:00:00,2025-01-11,12,5,1,1,42.0,11,40,15.0,1470.0,35,3.0
R004,Burger House,American,Manhattan,2025-01-11 13:00:00,2025-01-11,13,5,1,1,39.0,16,40,7.0,1755.0,45,3.0
R004,Burger House,,Manhattan,2025-01-11 14:00:00,2025-01-11,14,5,1,0,27.0,7,40,0.0,675.0,25,4.0
R004,Burger House,American,Manhattan,2025-01-11 15:00:00,2025-01-11,15,5,1,0,39.0,14,40,12.0,1755.0,45,5.0
R004,Burger House,American,,2025-01-11 16:00:00,2025-01-11,16,5,1,0,22.0,8,40,,550.0,25,
R004,Burger House,American,Manhattan,2025-01-11 17:00:00,2025-01-11,17,5,1,0,16.0,7,40,0.0,400.0,25,2.0
R004,Burger House,American,Manhattan,2025-01-11 18:00:00,2025-01-11,18,5,1,1,52.0,24,40,15.0,1300.0,25,4.0
R004,Burger House,American,Manhattan,2025-01-11 19:00:00,2025-01-11,19,5,1,1,68.0,28,40,16.0,2380.0,35,2.0
R004,Burger House,,manhattan,2025-01-11 20:00:00,2025-01-11,20,5,1,1,46.0,18,40,21.0,1610.0,35,1.0
R004,Burger House,American,Manhattan,2025-01-11 21:00:00,2025-01-11,21,5,1,0,11.0,2,40,6.0,275.0,25,3.0
R004,Burger House,American,Manhattan,2025-01-11 22:00:00,2025-01-11,22,5,1,0,18.0,8,40,10.0,,35,6.0
R004,Burger House,American,,2025-01-12 11:00:00,2025-01-12,11,6,1,0,15.0,3,40,0.0,375.0,25,1.0
R004,Burger House,American,Manhattan,2025-01-12 12:00:00,2025-01-12,12,6,1,1,46.0,14,40,12.0,1150.0,25,4.0
R004,Burger House,American,Manhattan,2025-01-12 13:00:00,2025-01-12,13,6,1,1,42.0,12,40,14.0,1470.0,35,5.0
R004,Burger House,American,Manhattan,2025-01-12 14:00:00,2025-01-12,14,6,1,0,36.0,13,40,1.0,1260.0,35,2.0
R004,Burger House,american,Manhattan,2025-01-12 15:00:00,2025-01-12,15,6,1,0,29.0,16,40,7.0,1015.0,35,3.0
R004,Burger House,American,Manhattan,2025-01-12 16:00:00,2025-01-12,16,6,1,0,28.0,14,40,15.0,700.0,25,3.0
R004,Burger House,American,Manhattan,2025-01-12 17:00:00,2025-01-12,17,6,1,0,26.0,5,40,10.0,1170.0,45,3.0
R004,Burger House,American,Manhattan,2025-01-12 18:00:00,2025-01-12,18,6,1,1,65.0,24,40,16.0,2275.0,35,2.0
R004,Burger House,American,Manhattan,2025-01-12 19:00:00,2025-01-12,19,6,1,1,57.0,20,40,12.0,1425.0,25,4.0
R004,Burger House,American,Manhattan,2025-01-12 20:00:00,2025-01-12,20,6,1,1,0.0,19,40,,1241.7369440122193,25,3.0
R004,Burger House,American,Manhattan,2025-01-12 21:00:00,2025-01-12,21,6,1,0,37.0,13,40,1.0,1295.0,35,1.0
R004,Burger House,American,Manhattan,2025-01-12 22:00:00,2025-01-12,22,6,1,0,26.0,11,40,6.0,910.0,35,2.0
R004,Burger House,AMERICAN,MANHATTAN,2025-01-13 11:00:00,2025-01-13,11,0,0,0,30.0,8,40,0.0,750.0,25,1.0
R004,Burger House,,Manhattan,2025-01-13 12:00:00,2025-01-13,12,0,0,1,49.0,18,40,11.0,1715.0,35,4.0
R004,Burger House,American,Manhattan,2025-01-13 13:00:00,2025-01-13,13,0,0,1,44.0,16,40,2.0,1100.0,25,4.0
R004,Burger House,American,Manhattan,2025-01-13 14:00:00,2025-01-13,14,0,0,0,18.0,4,40,12.0,450.0,25,1.0
R004,Burger House,American,Manhattan,2025-01-13 15:00:00,2025-01-13,15,0,0,0,18.0,6,40,1.0,630.0,35,2.0
R004,Burger House,American,Manhattan,2025-01-13 16:00:00,2025-01-13,16,0,0,0,23.0,5,40,3.0,575.0,25,3.0
R004,Burger House,American,Manhattan,2025-01-13 17:00:00,2025-01-13,17,0,0,0,19.0,8,40,0.0,665.0,35,1.0
R004,Burger House,,Manhattan,2025-01-13 18:00:00,2025-01-13,18,0,0,1,34.0,12,40,9.0,1190.0,35,6.0
R004,Burger House,American,Manhattan,2025-01-13 19:00:00,2025-01-13,19,0,0,1,36.0,14,40,11.0,900.0,25,5.0
R004,Burger House,American,Manhattan,2025-01-13 20:00:00,2025-01-13,20,0,0,1,0.0,12,40,11.0,901.7760059327444,25,8.0
R004,Burger House,American,Manhattan,2025-01-13 21:00:00,2025-01-13,21,0,0,0,0.0,6,40,1.0,519.2535651379144,25,3.0
R004,Burger House,NewCuisine,Manhattan,2025-01-13 22:00:00,2025-01-13,22,0,0,0,26.0,8,40,4.0,650.0,25,3.0
R004,Burger House,American,Manhattan,2025-01-14 11:00:00,2025-01-14,11,1,0,0,22.0,8,40,6.0,550.0,25,3.0
R004,Burger House,American,Manhattan,2025-01-14 12:00:00,2025-01-14,12,1,0,1,37.0,14,40,23.0,1295.0,35,3.0
R004,Burger House,American,Manhattan,2025-01-14 13:00:00,2025-01-14,13,1,0,1,42.0,18,40,8.0,1470.0,35,2.0
R004,Burger House,American,Manhattan,2025-01-14 14:00:00,2025-01-14,14,1,0,0,20.0,7,40,5.0,700.0,35,3.0
R004,Burger House,American,Manhattan,2025-01-14 15:00:00,2025-01-14,15,1,0,0,23.0,10,40,6.0,,25,3.0
R004,Burger House,American,Manhattan,2025-01-14 16:00:00,2025-01-14,16,1,0,0,23.0,8,40,2.0,805.0,35,2.0
R004,Burger House,American,,2025-01-14 17:00:00,2025-01-14,17,1,0,0,26.0,8,40,5.0,1170.0,45,1.0
R004,Burger House,American,Manhattan,2025-01-14 18:00:00,2025-01-14,18,1,0,1,56.0,15,40,12.0,1400.0,25,2.0
R004,Burger House,American,Manhattan,2025-01-14 19:00:00,2025-01-14,19,1,0,1,48.0,23,40,18.0,2160.0,45,4.0
R004,Burger House,American,Manhattan,2025-01-14 20:00:00,2025-01-14,20,1,0,1,51.0,13,40,14.0,1275.0,25,5.0
R004,Burger House,American,,2025-01-14 21:00:00,2025-01-14,21,1,0,0,20.0,8,40,5.0,700.0,35,
R004,Burger House,American,Manhattan,2025-01-14 22:00:00,2025-01-14,22,1,0,0,18.0,4,40,0.0,630.0,35,2.0
R004,Burger House,American,Manhattan,2025-01-15 11:00:00,2025-01-15,11,2,0,0,19.0,8,40,2.0,475.0,25,4.0
R004,Burger House,American,Manhattan,2025-01-15 12:00:00,2025-01-15,12,2,0,1,54.0,19,40,11.0,1350.0,25,3.0
R004,Burger House,American,Manhattan,2025-01-15 13:00:00,2025-01-15,13,2,0,1,39.0,15,40,12.0,975.0,25,1.0
R004,Burger House,NewCuisine,Manhattan,2025-01-15 14:00:00,2025-01-15,14,2,0,0,17.0,4,40,0.0,595.0,35,2.0
R004,Burger House,American,Manhattan,2025-01-15 15:00:00,2025-01-15,15,2,0,0,23.0,7,40,0.0,1035.0,45,3.0
R004,Burger House,American,Manhattan,2025-01-15 16:00:00,2025-01-15,16,2,0,0,23.0,6,40,11.0,575.0,25,2.0
R004,Burger House,American,Manhattan,2025-01-15 17:00:00,2025-01-15,17,2,0,0,28.0,6,40,3.0,700.0,25,1.0
R004,Burger House,NewCuisine,Manhattan,2025-01-15 18:00:00,2025-01-15,18,2,0,1,46.0,18,40,14.0,2070.0,45,1.0
R004,Burger House,American,Manhattan,2025-01-15 19:00:00,2025-01-15,19,2,0,1,36.0,16,40,15.0,1620.0,45,2.0
R004,Burger House,American,Manhattan,2025-01-15 20:00:00,2025-01-15,20,2,0,1,49.0,21,40,16.0,1225.0,25,4.0
R004,Burger House,NewCuisine,manhattan,2025-01-15 21:00:00,2025-01-15,21,2,0,0,20.0,7,40,7.0,700.0,35,4.0
R004,Burger House,nan,Westworld,2025-01-15 22:00:00,2025-01-15,22,2,0,0,26.0,11,40,5.0,1170.0,45,1.0
R004,Burger House,American,Manhattan,2025-01-16 11:00:00,2025-01-16,11,3,0,0,20.0,8,40,4.0,500.0,25,7.0
R004,Burger House,American,Manhattan,2025-01-16 12:00:00,2025-01-16,12,3,0,1,37.0,16,40,19.0,1295.0,35,3.0
R004,Burger House,AMERICAN,Manhattan,2025-01-16 13:00:00,2025-01-16,13,3,0,1,35.0,19,40,15.0,,35,4.0
R004,Burger House,American,Manhattan,2025-01-16 14:00:00,2025-01-16,14,3,0,0,22.0,9,40,,770.0,35,2.0
R004,Burger House,American,Manhattan,2025-01-16 15:00:00,2025-01-16,15,3,0,0,24.0,7,40,2.0,600.0,25,2.0
R004,Burger House,American,Manhattan,2025-01-16 16:00:00,2025-01-16,16,3,0,0,26.0,6,40,0.0,910.0,35,7.0
R004,Burger House,American,Manhattan,2025-01-16 17:00:00,2025-01-16,17,3,0,0,18.0,7,40,5.0,630.0,35,1.0
R004,Burger House,American,Manhattan,2025-01-16 18:00:00,2025-01-16,18,3,0,1,41.0,11,40,0.0,1845.0,45,2.0
R004,Burger House,american,Outer Borough,2025-01-16 19:00:00,2025-01-16,19,3,0,1,42.0,13,40,15.0,1470.0,35,4.0
R004,Burger House,American,Manhattan,2025-01-16 20:00:00,2025-01-16,20,3,0,1,42.0,11,40,29.0,1050.0,25,3.0
R004,Burger House,American,MANHATTAN,2025-01-16 21:00:00,2025-01-16,21,3,0,0,19.0,4,40,2.0,475.0,25,3.0
R004,Burger House,American,,2025-01-16 22:00:00,2025-01-16,22,3,0,0,26.0,3,40,2.0,1170.0,45,1.0
R004,Burger House,American,Manhattan,2025-01-17 11:00:00,2025-01-17,11,4,0,0,0.0,6,40,0.0,808.3209378137321,35,3.0
R004,Burger House,American,Manhattan,2025-01-17 12:00:00,2025-01-17,12,4,0,1,-6.0,15,40,12.0,1000.0,25,3.0
R004,Burger House,American,Manhattan,2025-01-17 13:00:00,2025-01-17,13,4,0,1,42.0,13,40,0.0,1470.0,35,3.0
R004,Burger House,American,Manhattan,2025-01-17 14:00:00,2025-01-17,14,4,0,0,18.0,7,40,0.0,450.0,25,7.0
R004,Burger House,AMERICAN,Manhattan,2025-01-17 15:00:00,2025-01-17,15,4,0,0,20.0,4,40,2.0,700.0,35,1.0
R004,Burger House,AMERICAN,MANHATTAN,2025-01-17 16:00:00,2025-01-17,16,4,0,0,22.0,5,40,3.0,770.0,35,2.0
R004,Burger House,American,Manhattan,2025-01-17 17:00:00,2025-01-17,17,4,0,0,15.0,3,40,0.0,675.0,45,4.0
R004,Burger House,American,Manhattan,2025-01-17 18:00:00,2025-01-17,18,4,0,1,,16,40,22.0,1435.0,35,4.0
R004,Burger House,,Manhattan,2025-01-17 19:00:00,2025-01-17,19,4,0,1,43.0,17,40,21.0,1505.0,35,7.0
R004,Burger House,American,Manhattan,2025-01-17 20:00:00,2025-01-17,20,4,0,1,,17,40,12.0,950.0,25,2.0
R004,Burger House,,Manhattan,2025-01-17 21:00:00,2025-01-17,21,4,0,0,25.0,12,40,11.0,875.0,35,3.0
R004,Burger House,American,Manhattan,2025-01-17 22:00:00,2025-01-17,22,4,0,0,24.0,8,40,0.0,1080.0,45,4.0
R004,Burger House,American,Manhattan,2025-01-18 11:00:00,2025-01-18,11,5,1,0,26.0,10,40,4.0,650.0,25,5.0
R004,Burger House,American,Manhattan,2025-01-18 12:00:00,2025-01-18,12,5,1,1,,15,40,1.0,1300.0,25,3.0
R004,Burger House,nan,Manhattan,2025-01-18 13:00:00,2025-01-18,13,5,1,1,62.0,14,40,7.0,2170.0,35,5.0
R004,Burger House,American,Manhattan,2025-01-18 14:00:00,2025-01-18,14,5,1,0,29.0,15,40,12.0,1015.0,35,
R004,Burger House,American (typo),Manhattan,2025-01-18 15:00:00,2025-01-18,15,5,1,0,22.0,5,40,2.0,770.0,35,6.0
R004,Burger House,American,Manhattan,2025-01-18 16:00:00,2025-01-18,16,5,1,0,27.0,13,40,1.0,675.0,25,1.0
R004,Burger House,American,Manhattan,2025-01-18 17:00:00,2025-01-18,17,5,1,0,22.0,10,40,7.0,770.0,35,3.0
R004,Burger House,American,Manhattan,2025-01-18 18:00:00,2025-01-18,18,5,1,1,59.0,11,40,,1475.0,25,6.0
R004,Burger House,American,Manhattan,2025-01-18 19:00:00,2025-01-18,19,5,1,1,65.0,28,40,28.0,1625.0,25,1.0
R004,Burger House,American,Manhattan,2025-01-18 20:00:00,2025-01-18,20,5,1,1,,17,40,9.0,1925.0,35,5.0
R004,Burger House,American,Manhattan,2025-01-18 21:00:00,2025-01-18,21,5,1,0,36.0,14,40,14.0,900.0,25,3.0
R004,Burger House,American,manhattan,2025-01-18 22:00:00,2025-01-18,22,5,1,0,22.0,8,40,11.0,770.0,35,5.0
R004,Burger House,American,Manhattan,2025-01-19 11:00:00,2025-01-19,11,6,1,0,32.0,11,40,4.0,800.0,25,3.0
R004,Burger House,American,manhattan,2025-01-19 12:00:00,2025-01-19,12,6,1,1,45.0,17,40,15.0,1575.0,35,5.0
R004,Burger House,American,Manhattan,2025-01-19 13:00:00,2025-01-19,13,6,1,1,52.0,21,40,16.0,1820.0,35,5.0
R004,Burger House,,,2025-01-19 14:00:00,2025-01-19,14,6,1,0,22.0,10,40,8.0,770.0,35,6.0
R004,Burger House,American,,2025-01-19 15:00:00,2025-01-19,15,6,1,0,-3.0,6,40,10.0,946.113523250644,35,1.0
R004,Burger House,American,Manhattan,2025-01-19 16:00:00,2025-01-19,16,6,1,0,22.0,8,40,6.0,550.0,25,1.0
R004,Burger House,American,Manhattan,2025-01-19 17:00:00,2025-01-19,17,6,1,0,33.0,14,40,14.0,1485.0,45,7.0
R004,Burger House,American,manhattan,2025-01-19 18:00:00,2025-01-19,18,6,1,1,61.0,21,40,21.0,2745.0,45,3.0
R004,Burger House,AMERICAN,Manhattan,2025-01-19 19:00:00,2025-01-19,19,6,1,1,63.0,22,40,14.0,1575.0,25,6.0
R004,Burger House,American,Manhattan,2025-01-19 20:00:00,2025-01-19,20,6,1,1,49.0,21,40,,2205.0,45,3.0
R004,Burger House,American,Manhattan,2025-01-19 21:00:00,2025-01-19,21,6,1,0,32.0,18,40,12.0,1120.0,35,4.0
R004,Burger House,American,Manhattan,2025-01-19 22:00:00,2025-01-19,22,6,1,0,23.0,8,40,4.0,,25,5.0
R004,Burger House,American,Manhattan,2025-01-20 11:00:00,2025-01-20,11,0,0,0,18.0,2,40,2.0,450.0,25,2.0
R004,Burger House,American,Manhattan,2025-01-20 12:00:00,2025-01-20,12,0,0,1,35.0,8,40,0.0,1575.0,45,3.0
R004,Burger House,american,Manhattan,2025-01-20 13:00:00,2025-01-20,13,0,0,1,47.0,18,40,25.0,,45,2.0
R004,Burger House,American,Manhattan,2025-01-20 14:00:00,2025-01-20,14,0,0,0,18.0,10,40,12.0,630.0,35,3.0
R004,Burger House,American,Manhattan,2025-01-20 15:00:00,2025-01-20,15,0,0,0,21.0,1,40,0.0,525.0,25,3.0
R004,Burger House,American,Manhattan,2025-01-20 16:00:00,2025-01-20,16,0,0,0,19.0,7,40,4.0,665.0,35,4.0
R004,Burger House,American,,2025-01-20 17:00:00,2025-01-20,17,0,0,0,,5,40,12.0,840.0,35,5.0
R004,Burger House,American,Manhattan,2025-01-20 18:00:00,2025-01-20,18,0,0,1,49.0,18,40,8.0,1225.0,25,2.0
R004,Burger House,American,Manhattan,2025-01-20 19:00:00,2025-01-20,19,0,0,1,36.0,16,40,7.0,1260.0,35,2.0
R004,Burger House,American,Manhattan,2025-01-20 20:00:00,2025-01-20,20,0,0,1,38.0,16,40,8.0,950.0,25,2.0
R004,Burger House,American,Manhattan,2025-01-20 21:00:00,2025-01-20,21,0,0,0,28.0,13,40,9.0,980.0,35,5.0
R004,Burger House,American,Manhattan,2025-01-20 22:00:00,2025-01-20,22,0,0,0,26.0,7,40,7.0,650.0,25,3.0
R004,Burger House,American,Manhattan,2025-01-21 11:00:00,2025-01-21,11,1,0,0,23.0,11,40,15.0,1035.0,45,3.0
R004,Burger House,American,manhattan,2025-01-21 12:00:00,2025-01-21,12,1,0,1,35.0,13,40,7.0,1225.0,35,4.0
R004,Burger House,American,MANHATTAN,2025-01-21 13:00:00,2025-01-21,13,1,0,1,41.0,13,40,11.0,1025.0,25,2.0
R004,Burger House,American,Manhattan,2025-01-21 14:00:00,2025-01-21,14,1,0,0,18.0,3,40,0.0,810.0,45,3.0
R004,Burger House,American,,2025-01-21 15:00:00,2025-01-21,15,1,0,0,20.0,9,40,2.0,700.0,35,3.0
R004,Burger House,American,Manhattan,2025-01-21 16:00:00,2025-01-21,16,1,0,0,24.0,7,40,15.0,840.0,35,7.0
R004,Burger House,American,Manhattan,2025-01-21 17:00:00,2025-01-21,17,1,0,0,30.0,9,40,4.0,1050.0,35,5.0
R004,Burger House,AMERICAN,Manhattan,2025-01-21 18:00:00,2025-01-21,18,1,0,1,51.0,22,40,12.0,,25,3.0
R004,Burger House,American,Manhattan,2025-01-21 19:00:00,2025-01-21,19,1,0,1,50.0,17,40,18.0,1750.0,35,5.0
R004,Burger House,American,Manhattan,2025-01-21 20:00:00,2025-01-21,20,1,0,1,38.0,15,40,30.0,1710.0,45,4.0
R004,Burger House,American,,2025-01-21 21:00:00,2025-01-21,21,1,0,0,29.0,6,40,2.0,1305.0,45,4.0
R004,Burger House,American,Manhattan,2025-01-21 22:00:00,2025-01-21,22,1,0,0,25.0,10,40,0.0,625.0,25,6.0
R004,Burger House,American,Manhattan,2025-01-22 11:00:00,2025-01-22,11,2,0,0,18.0,4,40,6.0,450.0,25,4.0
R004,Burger House,American,MANHATTAN,2025-01-22 12:00:00,2025-01-22,12,2,0,1,54.0,24,40,26.0,2430.0,45,1.0
R004,Burger House,,Manhattan,2025-01-22 13:00:00,2025-01-22,13,2,0,1,41.0,11,40,18.0,1025.0,25,
R004,Burger House,American,Manhattan,2025-01-22 14:00:00,2025-01-22,14,2,0,0,21.0,7,40,9.0,945.0,45,3.0
R004,Burger House,American,Manhattan,2025-01-22 15:00:00,2025-01-22,15,2,0,0,23.0,6,40,13.0,575.0,25,3.0
R004,Burger House,American,Manhattan,2025-01-22 16:00:00,2025-01-22,16,2,0,0,20.0,5,40,1.0,500.0,25,3.0
R004,Burger House,American,Manhattan,2025-01-22 17:00:00,2025-01-22,17,2,0,0,18.0,3,40,7.0,450.0,25,4.0
R004,Burger House,AMERICAN,Manhattan,2025-01-22 18:00:00,2025-01-22,18,2,0,1,48.0,19,40,15.0,1680.0,35,5.0
R004,Burger House,American,Manhattan,2025-01-22 19:00:00,2025-01-22,19,2,0,1,40.0,14,40,16.0,1400.0,35,3.0
R004,Burger House,American,Manhattan,2025-01-22 20:00:00,2025-01-22,20,2,0,1,37.0,10,40,5.0,1665.0,45,3.0
R004,Burger House,American,Manhattan,2025-01-22 21:00:00,2025-01-22,21,2,0,0,,5,40,9.0,455.0,35,3.0
R004,Burger House,American,Manhattan,2025-01-22 22:00:00,2025-01-22,22,2,0,0,0.0,14,40,13.0,887.2346170633017,35,3.0
R004,Burger House,American,Manhattan,2025-01-23 11:00:00,2025-01-23,11,3,0,0,14.0,6,40,0.0,630.0,45,3.0
R004,Burger House,American,Manhattan,2025-01-23 12:00:00,2025-01-23,12,3,0,1,31.0,11,40,7.0,775.0,25,5.0
R004,Burger House,American,manhattan,2025-01-23 13:00:00,2025-01-23,13,3,0,1,43.0,14,40,4.0,1075.0,25,1.0
R004,Burger House,American,manhattan,2025-01-23 14:00:00,2025-01-23,14,3,0,0,20.0,7,40,3.0,700.0,35,1.0
R004,Burger House,American,manhattan,2025-01-23 15:00:00,2025-01-23,15,3,0,0,23.0,9,40,5.0,575.0,25,2.0
R004,Burger House,American,Manhattan,2025-01-23 16:00:00,2025-01-23,16,3,0,0,17.0,7,40,3.0,425.0,25,3.0
R004,Burger House,American,Manhattan,2025-01-23 17:00:00,2025-01-23,17,3,0,0,0.0,5,40,5.0,668.2748691633831,45,3.0
R004,Burger House,American,Manhattan,2025-01-23 18:00:00,2025-01-23,18,3,0,1,39.0,6,40,,975.0,25,4.0
R004,Burger House,American,Manhattan,2025-01-23 19:00:00,2025-01-23,19,3,0,1,33.0,9,40,0.0,825.0,25,2.0
R004,Burger House,American,MANHATTAN,2025-01-23 20:00:00,2025-01-23,20,3,0,1,35.0,20,40,15.0,1575.0,45,8.0
R004,Burger House,NewCuisine,Manhattan,2025-01-23 21:00:00,2025-01-23,21,3,0,0,21.0,14,40,4.0,945.0,45,
R004,Burger House,american,Manhattan,2025-01-23 22:00:00,2025-01-23,22,3,0,0,22.0,9,40,,770.0,35,2.0
R004,Burger House,NewCuisine,MANHATTAN,2025-01-24 11:00:00,2025-01-24,11,4,0,0,12.0,2,40,0.0,300.0,25,4.0
R004,Burger House,American,manhattan,2025-01-24 12:00:00,2025-01-24,12,4,0,1,41.0,12,40,19.0,1025.0,25,2.0
R004,Burger House,American,MANHATTAN,2025-01-24 13:00:00,2025-01-24,13,4,0,1,31.0,9,40,1.0,775.0,25,1.0
R004,Burger House,American,Manhattan,2025-01-24 14:00:00,2025-01-24,14,4,0,0,33.0,12,40,10.0,1155.0,35,2.0
R004,Burger House,American,Manhattan,2025-01-24 15:00:00,2025-01-24,15,4,0,0,23.0,9,40,0.0,805.0,35,2.0
R004,Burger House,American,,2025-01-24 16:00:00,2025-01-24,16,4,0,0,28.0,8,40,9.0,1260.0,45,1.0
R004,Burger House,American,Manhattan,2025-01-24 17:00:00,2025-01-24,17,4,0,0,,6,40,0.0,770.0,35,5.0
R004,Burger House,American (typo),Manhattan,2025-01-24 18:00:00,2025-01-24,18,4,0,1,47.0,10,40,11.0,1175.0,25,2.0
R004,Burger House,American,Manhattan,2025-01-24 19:00:00,2025-01-24,19,4,0,1,46.0,14,40,12.0,1610.0,35,2.0
R004,Burger House,American,Manhattan,2025-01-24 20:00:00,2025-01-24,20,4,0,1,62.0,21,40,22.0,2170.0,35,2.0
R004,Burger House,American,Manhattan,2025-01-24 21:00:00,2025-01-24,21,4,0,0,26.0,13,40,11.0,650.0,25,7.0
R004,Burger House,American,Manhattan,2025-01-24 22:00:00,2025-01-24,22,4,0,0,7.0,2,40,2.0,315.0,45,4.0
R004,Burger House,,MANHATTAN,2025-01-25 11:00:00,2025-01-25,11,5,1,0,27.0,16,40,11.0,675.0,25,5.0
R004,Burger House,American (typo),Manhattan,2025-01-25 12:00:00,2025-01-25,12,5,1,1,50.0,19,40,26.0,1250.0,25,3.0
R004,Burger House,American,Manhattan,2025-01-25 13:00:00,2025-01-25,13,5,1,1,57.0,24,40,28.0,1995.0,35,7.0
R004,Burger House,American,Manhattan,2025-01-25 14:00:00,2025-01-25,14,5,1,0,35.0,20,40,15.0,1575.0,45,
R004,Burger House,American,Manhattan,2025-01-25 15:00:00,2025-01-25,15,5,1,0,,6,40,2.0,1015.0,35,6.0
R004,Burger House,american,Manhattan,2025-01-25 16:00:00,2025-01-25,16,5,1,0,22.0,7,40,107.0,770.0,35,5.0
R004,Burger House,American,Manhattan,2025-01-25 17:00:00,2025-01-25,17,5,1,0,23.0,10,40,7.0,805.0,35,3.0
R004,Burger House,American,MANHATTAN,2025-01-25 18:00:00,2025-01-25,18,5,1,1,57.0,30,40,26.0,1995.0,35,2.0
R004,Burger House,American,Manhattan,2025-01-25 19:00:00,2025-01-25,19,5,1,1,62.0,27,40,29.0,1550.0,25,4.0
R004,Burger House,NewCuisine,Manhattan,2025-01-25 20:00:00,2025-01-25,20,5,1,1,63.0,19,40,19.0,2835.0,45,4.0
R004,Burger House,American,Manhattan,2025-01-25 21:00:00,2025-01-25,21,5,1,0,29.0,10,40,10.0,725.0,25,1.0
R004,Burger House,,Manhattan,2025-01-25 22:00:00,2025-01-25,22,5,1,0,23.0,11,40,1.0,575.0,25,5.0
R004,Burger House,American,Manhattan,2025-01-26 11:00:00,2025-01-26,11,6,1,0,28.0,11,40,2.0,700.0,25,3.0
